"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 臺北市   南港區 "," 台北市南港國小 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 100 "," 條 ","  "
" 嘉義縣   中埔鄉 "," 中埔鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 70 "," 條 ","  "
" 基隆市   中山區 "," 基隆市中山區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 105 "," 條 ","  "
" 屏東縣   崁頂鄉 "," 崁頂老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 19 "," 條 ","  "
" 臺中市   龍井區 "," 臺中市龍井區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 35 "," 條 ","  "
" 南投縣   集集鎮 "," 集集鎮公所3樓 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 臺中市   太平區 "," 黃竹里永安福德宮倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 68 "," 條 ","  "
" 金門縣   金湖鎮 "," 金湖鎮公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 嘉義縣   東石鄉 "," 福靈宮 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 35 "," 條 ","  "
" 屏東縣   潮州鎮 "," 潮州社福園區備災物資倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 6 "," 條 ","  "
" 高雄市   杉林區 "," 白水泉活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 24 "," 條 ","  "
" 臺南市   左鎮區 "," 臺南市左鎮區老人活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 90 "," 條 ","  "
" 臺南市   仁德區 "," 臺南市仁德區太子里活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 桃園市   桃園區 "," 桃園市公所長青學苑 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 16 "," 條 ","  "
" 高雄市   大社區 "," 大社老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 33 "," 條 ","  "
" 臺南市   安南區 "," 臺南市安南區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 花蓮縣   花蓮市 "," 花蓮市進豐生活園區倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 27 "," 條 ","  "
" 臺南市   左鎮區 "," 臺南市左鎮區榮和里活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 新北市   深坑區 "," 深坑區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 9 "," 條 "," 1061231 "
" 彰化縣   社頭鄉 "," 社頭鄉運動公園體育館 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 高雄市   桃源區 "," 桃源區拉芙蘭里-拉芙蘭社區活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 新竹縣   關西鎮 "," 東安國小大禮堂 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 40 "," 條 ","  "
" 臺中市   太平區 "," 頭汴里活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 臺中市   大里區 "," 台中市大里區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 臺南市   南化區 "," 臺南市南化區老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 100 "," 條 ","  "
" 臺南市   左鎮區 "," 臺南市左鎮區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 203 "," 條 ","  "
" 高雄市   楠梓區 "," 宏昌等6里聯合活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 11 "," 條 ","  "
" 臺南市   新市區 "," 臺南市新市區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 33 "," 條 ","  "
" 高雄市   旗津區 "," 旗津區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 高雄市   仁武區 "," 仁武區公所社會課 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 113 "," 條 ","  "
" 新北市   平溪區 "," 平溪市民活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 15 "," 條 ","  "
" 臺東縣   臺東市 "," 紅十字會備災物資中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 780 "," 條 ","  "
" 南投縣   埔里鎮 "," 南投縣埔里鎮公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 60 "," 條 ","  "
" 嘉義縣   阿里山鄉 "," 山美村辦公處 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 100 "," 條 ","  "
" 臺中市   新社區 "," 福民國小 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 42 "," 條 ","  "
" 新北市   林口區 "," 林口區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 105 "," 條 ","  "
" 新竹市   北區 "," 新竹市北區區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 47 "," 條 ","  "
" 嘉義縣   中埔鄉 "," 中崙村6鄰前鄰長宅 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 2 "," 條 ","  "
" 臺中市   太平區 "," 大興里第1鄰鄰長辦公處 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 7 "," 條 ","  "
" 臺南市   左鎮區 "," 臺南市左鎮區光榮國小澄山分校 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 新北市   永和區 "," 中興安養堂 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 2 "," 條 "," 1071231 "
" 金門縣   金沙鎮 "," 金沙鎮公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 屏東縣   鹽埔鄉 "," 鹽埔鄉立幼兒園 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 9 "," 條 ","  "
" 臺東縣   成功鎮 "," 成功鎮公所倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 彰化縣   田中鎮 "," 鎮民活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 47 "," 條 ","  "
" 新北市   土城區 "," 土城區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 84 "," 條 "," 1121016 "
" 臺中市   后里區 "," 后里區立活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 17 "," 條 ","  "
" 屏東縣   琉球鄉 "," 屏東縣琉球鄉公所1樓物資儲藏室 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 新北市   永和區 "," 中興安養堂 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 臺南市   西港區 "," 臺南市西港區老人文康活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 37 "," 條 ","  "
" 臺南市   新營區 "," 臺南市新營區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 臺南市   歸仁區 "," 臺南市歸仁區美學館 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 9 "," 條 ","  "
" 彰化縣   大村鄉 "," 大村鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 15 "," 條 ","  "
" 高雄市   鳥松區 "," 鳥松區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 21 "," 條 ","  "
" 臺東縣   池上鄉 "," 米鄉-池上文化館 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 25 "," 條 ","  "
" 臺中市   豐原區 "," 豐原區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺中市   新社區 "," 大林國小 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 33 "," 條 ","  "
" 花蓮縣   壽豐鄉 "," 壽豐鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 65 "," 條 "," 1031231 "
" 嘉義縣   中埔鄉 "," 中崙村9鄰鄰長宅 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 3 "," 條 ","  "
" 臺南市   新化區 "," 臺南市新化區公所2.3樓 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 新竹縣   關西鎮 "," 錦山托兒所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 高雄市   楠梓區 "," 楠梓區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 11 "," 條 ","  "
" 新北市   樹林區 "," 樹林區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 46 "," 條 ","  "
" 高雄市   旗山區 "," 旗山區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 106 "," 條 ","  "
" 嘉義縣   中埔鄉 "," 中崙村8鄰鄰長宅 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 2 "," 條 ","  "
" 彰化縣   大城鄉 "," 大城鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 35 "," 條 ","  "
" 新北市   雙溪區 "," 雙溪區公有市場 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 27 "," 條 ","  "
" 臺南市   佳里區 "," 臺南市佳里區通興社區活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 嘉義市   西區 "," 嘉義市西區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 16 "," 條 ","  "
" 彰化縣   線西鄉 "," 線西鄉災害救濟物資中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 6 "," 條 ","  "
" 高雄市   左營區 "," 左營區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 南投縣   名間鄉 "," 本所地下室 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 100 "," 條 ","  "
" 臺東縣   臺東市 "," 臺東市公所三樓儲藏室 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 屏東縣   新園鄉 "," 公所圖書館 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 42 "," 條 ","  "
" 臺北市   萬華區 "," 台北市東園國小 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 15 "," 條 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 85 "," 條 ","  "
" 高雄市   阿蓮區 "," 阿蓮區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 41 "," 條 "," 1091016 "
" 新北市   汐止區 "," 汐止區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 145 "," 條 ","  "
" 苗栗縣   苑裡鎮 "," 苑裡鎮老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 40 "," 條 ","  "
" 苗栗縣   三灣鄉 "," 三灣鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 5 "," 條 ","  "
" 彰化縣   伸港鄉 "," 伸港鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 苗栗縣   三義鄉 "," 三義鄉休閒農業區遊客服務中心後棟 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 臺中市   大雅區 "," 臺中市大雅區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 高雄市   鳥松區 "," 鳥松老人活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 25 "," 條 ","  "
" 新北市   新莊區 "," 牡丹心活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺北市   萬華區 "," 台北市柳鄉區民活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 77 "," 條 ","  "
" 屏東縣   恆春鎮 "," 3樓倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 162 "," 條 ","  "
" 臺南市   佳里區 "," 臺南市佳里區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 98 "," 條 ","  "
" 桃園市   龍潭區 "," 龍潭區婦幼館 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 8 "," 條 ","  "
" 基隆市   暖暖區 "," 基隆市暖暖區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 新竹縣   湖口鄉 "," 湖口鄉老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 67 "," 條 ","  "
" 臺南市   東區 "," 臺南市東區區公所3樓儲藏室 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 150 "," 條 ","  "
" 臺中市   太平區 "," 興隆里活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 臺中市   大甲區 "," 大甲區長青活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺中市   潭子區 "," 臺中市潭子區公所倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 66 "," 條 ","  "
" 屏東縣   牡丹鄉 "," 高士國小 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 高雄市   大寮區 "," 大寮區大發公有市場3樓 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 53 "," 條 ","  "
" 臺中市   北區 "," 台中市北區行政大樓 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 23 "," 條 ","  "
" 高雄市   鳥松區 "," 大華國小 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 2 "," 條 ","  "
" 新北市   平溪區 "," 東勢市民活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 6 "," 條 ","  "
" 彰化縣   埔心鄉 "," 埔心鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 35 "," 條 ","  "
" 彰化縣   鹿港鎮 "," 鹿港鎮公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 新北市   板橋區 "," 板橋區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 27 "," 條 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺南市   佳里區 "," 臺南市佳里區龍安社區活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 35 "," 條 ","  "
" 臺南市   安定區 "," 臺南市安定區老人文康活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 59 "," 條 ","  "
" 新竹縣   寶山鄉 "," 寶山鄉老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 連江縣   南竿鄉 "," 中華民國紅十字會連江縣(馬祖)支會 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 800 "," 條 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 173 "," 條 ","  "
" 苗栗縣   後龍鎮 "," 苗栗縣後龍鎮公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 95 "," 條 ","  "
" 新北市   烏來區 "," 信賢活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 30 "," 條 ","  "
" 臺中市   東區 "," 臺中市東區區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 38 "," 條 ","  "
" 臺中市   南區 "," 臺中市南區公所五樓禮堂儲藏室 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 36 "," 條 ","  "
" 屏東縣   牡丹鄉 "," 旭海村活動中心倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺南市   佳里區 "," 臺南市佳里區營頂社區活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 10 "," 條 ","  "
" 嘉義縣   中埔鄉 "," 中崙4鄰村長宅 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 6 "," 條 ","  "
" 臺南市   柳營區 "," 臺南市柳營區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 花蓮縣   花蓮市 "," 紅十字會物資儲備處 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 387 "," 條 ","  "
" 臺中市   太平區 "," 光隆、永隆里活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 臺中市   太平區 "," 東汴里活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 雲林縣   大埤鄉 "," 大埤鄉農會生鮮超市----已轉讓 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 15 "," 條 ","  "
" 臺南市   安平區 "," 臺南市安平區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 臺南市   白河區 "," 臺南市白河區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 6 "," 條 ","  "
" 臺中市   新社區 "," 新社區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 99 "," 條 ","  "
" 臺中市   大里區 "," 臺中市大里區大新活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 6 "," 條 ","  "
" 臺中市   后里區 "," 后里區立活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 "," 1061231 "
" 臺南市   仁德區 "," 臺南市仁德區仁義里運動公園育樂中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 臺南市   七股區 "," 臺南市七股區倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 83 "," 條 ","  "
" 彰化縣   田尾鄉 "," 田尾鄉公所四樓會議室 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 桃園市   龍潭區 "," 桃園市龍潭區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 4 "," 條 ","  "
" 新竹縣   竹北市 "," 竹北市公所災民救濟物資儲存室 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 2 "," 條 ","  "
" 苗栗縣   獅潭鄉 "," 獅潭鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 26 "," 條 ","  "
" 屏東縣   南州鄉 "," 南州鄉公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 14 "," 條 ","  "
" 高雄市   苓雅區 "," 苓雅區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 25 "," 條 ","  "
" 新北市   瑞芳區 "," 瑞芳公有市場3樓 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 150 "," 條 ","  "
" 臺中市   太平區 "," 永隆里里辦公處 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 8 "," 條 ","  "
" 臺南市   善化區 "," 臺南市善化區文康育樂中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 43 "," 條 ","  "
" 高雄市   燕巢區 "," 燕巢民眾活動中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 50 "," 條 ","  "
" 嘉義縣   中埔鄉 "," 石硦村4鄰鄰長宅 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 6 "," 條 ","  "
" 臺南市   楠西區 "," 臺南市楠西區公所 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 ","  "
" 雲林縣   北港鎮 "," 北港鎮公所四樓禮堂 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 20 "," 條 "," 1020518 "
" 苗栗縣   苗栗市 "," 苗栗市老人文康中心 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 49 "," 條 "," 1060725 "
" 屏東縣   泰武鄉 "," 萬安村辦公處 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 5 "," 條 "," 1060525 "
" 屏東縣   牡丹鄉 "," 石門村活動中心倉庫 "," 寢具類 / 寢具類 "," 2021070 --"," 毛毯 "," 1條／條 "," 40 "," 條 ","  "
